mls,campus_number,school_district,school,rating
49127875,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
49135615,101912358,HOUSTON ISD,COOK JR ELEMENTARY,C
49135615,101912007,HOUSTON ISD,KASHMERE HIGH SCHOOL,C
49159763,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
49159763,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
49208289,101912265,HOUSTON ISD,PETERSEN ELEMENTARY,C
49208289,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
49212471,101912395,HOUSTON ISD,HINES-CALDWELL ELEMENTARY,B
49212471,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
49236987,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
49236987,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
49277956,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
49277956,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
49347253,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
49347253,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
49490691,101912124,HOUSTON ISD,BURNET ELEMENTARY,B
49490691,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
49580116,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
49580116,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
49584277,101912112,HOUSTON ISD,BONNER ELEMENTARY,B
49584277,101912027,HOUSTON ISD,CHAVEZ HIGH SCHOOL,C
49616925,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
49616925,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
49683349,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
49683349,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
49704203,101912154,HOUSTON ISD,FOSTER ELEMENTARY,A
49704203,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
49725831,101912221,HOUSTON ISD,POE ELEMENTARY,B
49725831,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
49750443,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
49750443,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
49764750,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
49764750,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
49770860,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
49770860,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
49786342,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
49786342,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
49821838,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
49821838,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
49896522,101912195,HOUSTON ISD,LOCKHART ELEMENTARY,C
49896522,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
50092068,101912274,HOUSTON ISD,ASKEW ELEMENTARY,C
50092068,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
50162937,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
50162937,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
50200149,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
50200149,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
50248729,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
50248729,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
50276267,101912242,HOUSTON ISD,SMITH ELEMENTARY,F
50276267,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
50293412,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
50293412,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
50299213,101912111,HOUSTON ISD,BONHAM ELEMENTARY,C
50299213,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
50308928,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
50308928,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
50349924,101912173,HOUSTON ISD,HEROD ELEMENTARY,A
50349924,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
50358301,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
50358301,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
50373232,101912248,HOUSTON ISD,SUTTON ELEMENTARY,B
50373232,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
50468763,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
50468763,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
50529022,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
50529022,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
50533622,101912216,HOUSTON ISD,PATTERSON ELEMENTARY,B
50533622,101912027,HOUSTON ISD,CHAVEZ HIGH SCHOOL,C
50553331,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
50553331,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
50561567,101912178,HOUSTON ISD,HORN ELEMENTARY,A
50561567,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
50563158,101912169,HOUSTON ISD,HARVARD ELEMENTARY,A
50563158,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
50569482,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
50569482,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
50570854,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
50570854,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
50592635,101912113,HOUSTON ISD,RODERICK R PAIGE ELEMENTARY,B
50592635,101912007,HOUSTON ISD,KASHMERE HIGH SCHOOL,C
50618931,101912180,HOUSTON ISD,ISAACS ELEMENTARY,F
50618931,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
50752985,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
50752985,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
50753256,101912199,HOUSTON ISD,LOVETT ELEMENTARY,B
50753256,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
50754531,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
50754531,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
50811052,101912274,HOUSTON ISD,ASKEW ELEMENTARY,C
50811052,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
50835774,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
50835774,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
50835922,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
50835922,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
50846589,101912249,HOUSTON ISD,TRAVIS ELEMENTARY,A
50846589,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
50858365,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
50858365,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
50863575,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
50863575,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
50867249,101912273,HOUSTON ISD,ASHFORD ELEMENTARY,F
50867249,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
50967940,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
50967940,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
50968832,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
50968832,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
51014146,101912178,HOUSTON ISD,HORN ELEMENTARY,A
51014146,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
51106789,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
51106789,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
51110988,101912299,HOUSTON ISD,MILNE ELEMENTARY,C
51110988,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
51130015,101912259,HOUSTON ISD,WILSON MONTESSORI,C
51130015,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
51165001,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
51165001,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
51167315,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
51167315,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
51193711,101912199,HOUSTON ISD,LOVETT ELEMENTARY,B
51193711,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
51211707,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
51211707,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
51251459,101912243,HOUSTON ISD,THOMPSON ELEMENTARY,C
51251459,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
51311424,101912156,HOUSTON ISD,FROST ELEMENTARY,B
51311424,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
51414640,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
51414640,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
51419101,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
51419101,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
51531965,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
51531965,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
51533779,101912114,HOUSTON ISD,BRAEBURN ELEMENTARY,B
51533779,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
51545156,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
51545156,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
51585237,101912225,HOUSTON ISD,REYNOLDS ELEMENTARY,D
51585237,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
51605187,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
51605187,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
51623669,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
51623669,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
51651440,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
51651440,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
51661497,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
51661497,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
51662917,101912115,HOUSTON ISD,DURHAM ELEMENTARY,C
51662917,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
51669107,101912479,HOUSTON ISD,SHADYDALE ELEMENTARY,C
51669107,101912477,HOUSTON ISD,NORTH FOREST HIGH SCHOOL,D
51671785,101912113,HOUSTON ISD,RODERICK R PAIGE ELEMENTARY,B
51671785,101912007,HOUSTON ISD,KASHMERE HIGH SCHOOL,C
51684996,101912243,HOUSTON ISD,THOMPSON ELEMENTARY,C
51684996,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
51688395,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
51688395,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
51690717,101912289,HOUSTON ISD,MARTINEZ C ELEMENTARY,F
51690717,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
51695374,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
51695374,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
51752456,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
51752456,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
51809847,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
51809847,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
51834102,101912156,HOUSTON ISD,FROST ELEMENTARY,B
51834102,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
51844783,101912369,HOUSTON ISD,GROSS ELEMENTARY,D
51844783,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
51886107,101912110,HOUSTON ISD,BLACKSHEAR ELEMENTARY,C
51886107,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
51906363,101912373,HOUSTON ISD,SEGUIN ELEMENTARY,F
51906363,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
51922388,101912221,HOUSTON ISD,POE ELEMENTARY,B
51922388,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
51930695,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
51930695,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
51973703,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
51973703,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
52026606,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
52026606,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
52049422,101912259,HOUSTON ISD,WILSON MONTESSORI,C
52049422,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
52061919,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
52061919,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
52108344,101912244,HOUSTON ISD,SOUTHMAYD ELEMENTARY,B
52108344,101912011,HOUSTON ISD,MILBY HIGH SCHOOL,C
52121536,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
52121536,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
52136076,101912178,HOUSTON ISD,HORN ELEMENTARY,A
52136076,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
52166388,101912173,HOUSTON ISD,HEROD ELEMENTARY,A
52166388,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
52185016,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
52185016,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
52192102,101912108,HOUSTON ISD,BASTIAN ELEMENTARY,B
52192102,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
52192821,101912257,HOUSTON ISD,WHIDBY ELEMENTARY,F
52192821,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
52206995,101912169,HOUSTON ISD,HARVARD ELEMENTARY,A
52206995,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
52282733,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
52282733,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
52311644,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
52311644,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
52322619,101912229,HOUSTON ISD,ROBERTS ELEMENTARY,A
52322619,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
52346664,101912289,HOUSTON ISD,MARTINEZ C ELEMENTARY,F
52346664,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
52348191,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
52348191,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
52357432,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
52357432,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
52396752,101912197,HOUSTON ISD,LOOSCAN ELEMENTARY,B
52396752,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
52512366,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
52512366,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
52541853,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
52541853,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
52590231,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
52590231,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
52616266,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
52616266,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
52669949,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
52669949,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
52670109,101912395,HOUSTON ISD,HINES-CALDWELL ELEMENTARY,B
52670109,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
52685206,101912240,HOUSTON ISD,SHERMAN ELEMENTARY,C
52685206,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
52697168,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
52697168,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
52705703,101912231,HOUSTON ISD,ROOSEVELT ELEMENTARY,B
52705703,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
52716445,101912276,HOUSTON ISD,SHADOWBRIAR ELEMENTARY,D
52716445,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
52716483,101912227,HOUSTON ISD,MCNAMARA ELEMENTARY,B
52716483,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
52727345,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
52727345,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
52734016,101912358,HOUSTON ISD,COOK JR ELEMENTARY,C
52734016,101912007,HOUSTON ISD,KASHMERE HIGH SCHOOL,C
52751753,101912156,HOUSTON ISD,FROST ELEMENTARY,B
52751753,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
52759165,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
52759165,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
52837617,101912199,HOUSTON ISD,LOVETT ELEMENTARY,B
52837617,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
52850528,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
52850528,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
52852397,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
52852397,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
52856939,101912275,HOUSTON ISD,BUSH ELEMENTARY,A
52856939,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
52938587,101912240,HOUSTON ISD,SHERMAN ELEMENTARY,C
52938587,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
52970873,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
52970873,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
53010327,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
53010327,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
53034777,101920110,SPRING BRANCH ISD,PINE SHADOWS ELEMENTARY,C
53034777,101919001,SPRING ISD,SPRING HIGH SCHOOL,C
53071148,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
53071148,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
53096977,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
53096977,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
53153283,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
53153283,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
53156191,101912247,HOUSTON ISD,YOUNG ELEMENTARY,F
53156191,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
53161631,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
53161631,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
53164389,101912125,HOUSTON ISD,BURRUS ELEMENTARY,C
53164389,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
53186854,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
53186854,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
53204216,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
53204216,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
53229853,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
53229853,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
53248839,101912217,HOUSTON ISD,PECK ELEMENTARY,C
53248839,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
53261939,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
53261939,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
53264441,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
53264441,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
53298242,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
53298242,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
53388834,101912263,HOUSTON ISD,LAW ELEMENTARY,C
53388834,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
53390727,101912199,HOUSTON ISD,LOVETT ELEMENTARY,B
53390727,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
53391515,101912276,HOUSTON ISD,SHADOWBRIAR ELEMENTARY,D
53391515,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
53392561,101912286,HOUSTON ISD,HERRERA ELEMENTARY,A
53392561,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
53399519,101912267,HOUSTON ISD,WHITE ELEMENTARY,B
53399519,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
53410537,101912121,HOUSTON ISD,BRUCE ELEMENTARY,D
53410537,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
53441088,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
53441088,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
53459069,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
53459069,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
53482742,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
53482742,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
53528475,101912214,HOUSTON ISD,PARK PLACE ELEMENTARY,A
53528475,101912027,HOUSTON ISD,CHAVEZ HIGH SCHOOL,C
53580517,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
53580517,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
53601589,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
53601589,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
53606427,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
53606427,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
53632916,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
53632916,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
53644985,101912273,HOUSTON ISD,ASHFORD ELEMENTARY,F
53644985,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
53727913,101912181,HOUSTON ISD,JANOWSKI ELEMENTARY,C
53727913,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
53730075,101912276,HOUSTON ISD,SHADOWBRIAR ELEMENTARY,D
53730075,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
53824247,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
53824247,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
53827155,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
53827155,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
53831937,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
53831937,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
53850225,101912121,HOUSTON ISD,BRUCE ELEMENTARY,D
53850225,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
53875675,101912257,HOUSTON ISD,WHIDBY ELEMENTARY,F
53875675,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
53905460,101912178,HOUSTON ISD,HORN ELEMENTARY,A
53905460,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
53907725,101912212,HOUSTON ISD,OATES ELEMENTARY,C
53907725,101912004,HOUSTON ISD,FURR HIGH SCHOOL,C
53907809,101912178,HOUSTON ISD,HORN ELEMENTARY,A
53907809,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
53932802,101912275,HOUSTON ISD,BUSH ELEMENTARY,A
53932802,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
54027014,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
54027014,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
54029147,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
54029147,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
54060539,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
54060539,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
54060829,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
54060829,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
54086224,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
54086224,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
54092647,101912229,HOUSTON ISD,ROBERTS ELEMENTARY,A
54092647,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
54116504,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
54116504,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
54119451,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
54119451,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
54150804,101912242,HOUSTON ISD,SMITH ELEMENTARY,F
54150804,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
54183370,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
54183370,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
54319227,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
54319227,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
54357446,101912128,HOUSTON ISD,LYONS ELEMENTARY,B
54357446,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
54379447,101912125,HOUSTON ISD,BURRUS ELEMENTARY,C
54379447,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
54400964,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
54400964,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
54430802,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
54430802,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
54532623,101912104,HOUSTON ISD,ALMEDA ELEMENTARY,C
54532623,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
54537275,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
54537275,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
54543413,101912254,HOUSTON ISD,WESLEY ELEMENTARY,D
54543413,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
54583340,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
54583340,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
54588869,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
54588869,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
54599800,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
54599800,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
54644514,101912221,HOUSTON ISD,POE ELEMENTARY,B
54644514,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
54654576,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
